Registration No,Generic name,Trade name,Strength value,Unit of strength ,Dosage Form,Route of Administration,Volume,Unit of volume,Package type,Shelf-life (mon),Package size,Legal status,Product control,Storage conditions,ATCvet,Target Animals,Type,Withdrawal Period (days),Manufacturer name,Country of Manufacturer,Marketing Company,Nationality,MAH (Agent name),Authorization status,Marketed,Marketing status
8400046014402,"Equine Herpesvirus-1(EHV-1) Strain 438-77, Equine Herpesvirus-4 (EHV-4) VR 2230 Strain 405-76 and Equine Influenza Virus H3N8 (EIV) Strain KY-97",Fluvac innovator EHV 4/1,"(EHV-1) RP≥ 1.4/dose at release, (EHV-4) RP≥1.2 RP",Solution for Injection,Intramuscular,,10,ml,Vial,24,10,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Horses (10 months of age or older),meat,21 days,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,GOZL TRADING EST. ,Valid,,Marketed
7240056014501,"Ampicillin as sodium , Cloxacillin as sodium",Mamifort,200/75,mg,Intramammary suspension,,8,g,Vial,24,4,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ51CR50,"Cattle, Goat, Sheep","meat, milk","(7, 3) days",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,,Marketed
7240056014502,"Ampicillin as sodium , Cloxacillin as sodium",Mamifort,200/75,mg,Intramammary suspension,,8,g,Vial,24,48,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ51CR50,"Cattle, Goat, Sheep","meat, milk","(7, 3) days",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,,Marketed
7240056014503,"Ampicillin as sodium , Cloxacillin as sodium",Mamifort,200/75,mg,Intramammary suspension,,8,g,Vial,24,150,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ51CR50,"Cattle, Goat, Sheep","meat, milk","(7, 3) days",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,,Marketed
7240056000901,Oxytetracycline,Forticlina retard,200,mg,Injection*,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ01AA06,"Cattle, Goat, Sheep","meat, milk","(15, 7) days",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,,Marketed
7240056000101,Amoxicillin (as trihydrate),Amoxoil Retard,150,mg,"Suspension for injection , Intramuscular , Subcutaneous",,100,ml,Vial,24,1,OTC,Uncontrolled,"Store below 25°C ,Protect from light",QJ01CA04,"Bovine, Ovine","meat, milk", (Bovine: 55 days  Ovine 30 days) (Milk 48 days),Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,,Marketed
3720036006501,Procaine Penicillin,Norocillin,300,mg,Suspension for injection,Intramuscular,50,ml,Vial,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ01CE09,"Cattle, Sheep","meat, milk","(7 days, 84 hours)",Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
3720036006502,Procaine Penicillin,Norocillin,300,mg,Suspension for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ01CE09,"Cattle, Sheep","meat, milk","(7 days, 84 hours)",Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
3720036001801,Dexamethasone Sodium Phosphate,Colvasone,2,mg/ml,Solution for injection,"Intravenous (not otherwise specified) ,Intramuscular",50,ml,Vial,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QS01BA01,"Cattle, Horse, Dog, Cat","meat, milk",Cattle: (meat) 21 days  (milk) 84 hours,Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
3720036014601,"Calcium Gluconate, Boric Acid and Magnesium Hypophosphite Hexahydrate",Calciject 40 cm,11.9 / 1.85,g,Solution for injection,"Intravenous (not otherwise specified) , Subcutaneous",400,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QA12AX,Cattle,,,Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
3720036001101,Trimethoprim/ Sulphadizine,Norodine 24,(4/ 20) % w/v,,Solution for injection,"Intravenous (not otherwise specified), Intramuscular,Subcutaneous",50,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01EW10,"Horses ,Cattle Dogs, Cats","meat, milk",Cattle: (meat) 12 days  (milk) 60 hours,Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
3720036001102,Trimethoprim/ Sulphadizine,Norodine 24,(4/ 20) % w/v,,Solution for injection,"Intravenous (not otherwise specified) , Intramuscular,Subcutaneous",100,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01EW10,"Horses ,Cattle Dogs, Cats","meat, milk",Cattle: (meat) 12 days  (milk) 60 hours,Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
8400036014701,"""Modified Virus: Bovine Rhinotracheitis Virus (IBR), Bovine Virus Diarrhea type I “Singer 1 a Cytopathic” (BVD), Bovine Virus Diarrhea (BVD) type 2 “296 Cytopathic”, Bovine Parainfluenza (PI3) and Bovine Respiratory Syncytial Virus (BRSV). Leptospira bact",Express FP 10,""" At release: (IBR) ≥ 104.0TCID50, (BVD type I) ≥1",,Lyophilisate for suspension for injection,"Intramuscular,Subcutaneous",100,ml,Bottle,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI02AD01,Cattle,meat,21 days,Boehringer Ingelheim Vetmedica Inc.,UNITED STATES,Boehringer Ingelheim Vetmedica Inc.,UNITED STATES,Boehringer Ingelheim Scientific Office,Valid,,Marketed
4840016014801,Avian Encephalomyelitis virus” Calnek strain” and Fowl Pox “chicken origin pox” virus,Volvac AE+FP MLV,Avian Encephalomyelitis virus” Calnek strain” and ,,Solution for injection,,1000,DF,vial,36,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C), Protect from light",QI01AD02,Chickens (Replacement pullets of layers and breede,,,Boehringer Ingelheim Vetmedica S.A. de C.V.,Mexico,Boehringer Ingelheim Vetmedica S.A. de C.V.,Mexico,Boehringer Ingelheim Scientific Office,Valid,,Marketed
4000046014901,"Methyl silicon, Turpentine oil and Anise oil",Bloat Dad,"(25, 0.30 and 0.01)",mg/ml,Oral emulsion,Oral,100,ml,Bottle,24,1,OTC,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",,"Calf, Cattle, Goat, Horse, Sheep",,,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Dar Al Dawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Al-Safa Store Co. Ltd. For Medical,Valid,,Marketed
8400016015001,"Bursal disease Virus-Bearing fluids Lukert Strain, Bursal disease Virus-Bearing fluids 28-1Strain, Reovirus Strain #1733 Virus- Bearing Fluids and Reovirus Strain #2408 Virus- Bearing Fluids",Poulvac Maternavac TM IBD- Reo,"""Bursal disease virus-bearing fluids-Lukert strain",,"Solution for Injection ,Intramuscular ,Subcutaneous",,500,ml,Bottle,30,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C) ,Protect from light ,Do not freeze",,Chickens,,1 day,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,ALEMAR INTL. for Agrochemical & Veterinary,Valid,,Marketed
2500056006901,Flunixin meglumine,Genixine,50,mg/ml,Solution for injection,"Intravenous (not otherwise specified), Intramuscular",50,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QM01AG90 ,"Horses, Cattle","Meat, offal and Milk",Horse: Meat and offal 10 days Milk: do not use in,Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500056006902,Flunixin meglumine,Genixine,50,mg/ml,Solution for injection,"Intravenous (not otherwise specified), Intramuscular",100,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QM01AG90 ,"Horses, Cattle","Meat, offal and Milk",Horse: Meat and offal 10 days Milk: do not use in,Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
6820046007901,Cloprostenol sodium,Estrumont,263,µg,Solution for injection,Intramuscular,10,ml,vial,24,1,Prescription,Uncontrolled,Store below 30°C,QG02AD90,Cattle,meat,2 days,Montajat Vet. Pharmaceutical Co. LTD ,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD ,Valid,,Marketed
6820046007902,Cloprostenol sodium,Estrumont,263,µg,Solution for injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,Store below 30°C,QG02AD90,Cattle,meat,2 days,Montajat Vet. Pharmaceutical Co. LTD ,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD ,Valid,,Marketed
6820046007903,Cloprostenol sodium,Estrumont,263,µg,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,Store below 30°C,QG02AD90,Cattle,meat,2 days,Montajat Vet. Pharmaceutical Co. LTD ,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD ,Valid,,Marketed
6820046001901,Sulphadimidine Sodium,Suljat,1000 g/g,,Powder for oral solution,,500,g,Bottle,36,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light , Store in a dry place",QP51AG01,,,,Montajat Vet. Pharmaceutical Co. LTD ,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD ,Valid,,Marketed
6820046001601,Lincomycin / Spectinomycin,Spectolin,335 / 665 ,mg/g  ,Powder for oral solution,,150,g,Bottle,36,1,OTC,Uncontrolled,"Store below 30°C ,Protect from light ,Store in a dry place",QJ01FF52,"Rabbit, Turkey",,,Montajat Vet. Pharmaceutical Co. LTD ,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD,SAUDI ARABIA,Montajat Vet. Pharmaceutical Co. LTD ,Valid,,Marketed
5040016015101,"Pasteurella Multocida group A3, Pasteurella Multocida group D4 and Mannheimia haemolytica type A1 (IH).  ",Lysopast,50,ml,Suspension for injection,Subcutaneous,50,ml,vial,24,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C) , Protect from light , Do not freeze",QI01AB02,"Cattle, Sheep",,0 day,MCI SantèAnimale,MOROCCO,MCI SantèAnimale,MOROCCO,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
8400016015201,"Infectious Bursal disease vaccine, (Modified LukertStrain)",Bursine Plus,1000 doses,,Lyophilisate for suspension,Oral,1000,doses,vial,24,10,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C) , Protect from light , Do not freeze",QI01AD09 ,Chickens,,27 days before slaughter,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills for Veterinary services company Ltd.,Valid,,Marketed
7920016000901,Oxytetracycline,Tetraplex LA 20%,200,mg,Solution for injection,"Intramuscular ,Subcutaneous",100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ01AA06,"Cattle, Camel, Sheep, Goats",meat,28 days,Provet Veterinary Product Ltd,Turkey,Provet veterinary product Ltd,Turkey,Methaq Al Riyadh for Trading,Valid,,Marketed
7920016000902,Oxytetracycline,Tetraplex LA 20%,200,mg,Solution for injection,"Intramuscular ,Subcutaneous",50,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C, Protect from light",QJ01AA06,"Cattle, Camel, Sheep, Goats",meat,28 days,Provet Veterinary Product Ltd,Turkey,Provet veterinary product Ltd,Turkey,Methaq Al Riyadh for Trading,Valid,,Marketed
7920016000903,Oxytetracycline,Tetraplex LA 20%,200,mg,Solution for injection,"Intramuscular, Subcutaneous",250,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C, Protect from light",QJ01AA06,"Cattle, Camel, Sheep, Goats",meat,28 days,Turkey,Provet veterinary product Ltd ,Turkey,Methaq Al Riyadh for Trading,Valid,Marketed,,
7240056010801,Gonadorelin acetate,Gonasyl,50,µg,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,Store below 25°C,QH01CA01,Cattle: cows and heifers,,0 day,Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
7240056010802,Gonadorelin acetate,Gonasyl,50,µg,Solution for injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,Store below 25°C,QH01CA01,Cattle: cows and heifers,,0 day,Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
7240056010803,Gonadorelin acetate,Gonasyl,50,µg,Solution for injection,Intramuscular,6,ml,vial,24,10,Prescription,Uncontrolled,Store below 25°C,QH01CA01,Cattle: cows and heifers,,0 day,Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
1000016015301,Salinomycin Sodium,Sacox 120 MicroGranulate,120,mg/g,Premix for medicated feeding stuff,Oral,25,kg,Bag,24,1,Prescription,Uncontrolled,"Store below 30°C , Protect from direct sunlight , Store in a dry place",QP51AH01,Chickens for fattening  and laying (up to 12 weeks,,1 day for the laying chickens,Biovet Joint Stock Company,Bulgaria,Huvepharma AD ,Bulgaria,Artat Enterprise,Valid,,Marketed
3720036000901,Oxytetracycline,Alamycin Aerosol,3.21%w/v (3.58 %w/w),%,Cutaneous spray,Topically by Spraying,156,ml,Spray container,24,1,Prescription,Uncontrolled,"Store below 25 °C,Protect from sunlight and  do not expose to a temperature exceeding 50 °C",QD06AA03,"Cattle, Sheep",,,Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
8180016002501,Albendazole,Albenda-zole 5% suspension,5,%,Oral suspension,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light",QP52AC11 ,"Cattle, buffaloes, sheep, goats","meat, milk","Cattle:  meat: 14 days. milk: 2.5 days ,Sheep: 4 d",Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
5600016007101,Marbofloxacin  ,Kelbomar,100,mg/ml,Solution for injection,"Intramuscular , Subcutaneous , Intravenous (not otherwise specified)",100,ml,vial,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01MA93 ,Cattle,"meat, milk","""8 mg/kg on a single occasion (IM): Meat and offal",KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V,BELGIUM,Altaher International Establishment,Valid,,Marketed
8400036015401,Modified live BVDV-1{Bovine viral diarrhea virus type 1) non-cytopathic parent strain KE-9 and Modified live BVDV-2 {Bovine viral diarrhea virus type 2) noncytopathic parent stain NY-93,Bovela,"""Each 2 ml dose contains: BVDV-1 type 1 non-cytopa",IU,Solution for injection,Intramuscular,5,DF,vial,24,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C), do not freeze, keep the container in the outer carton",QI02AD02,Cattle,,0 day,Boehringer-Ingelheim Vetmedica Inc.,UNITED STATES,Boehringer Ingelheim Vetmedica Inc.,GERMANY,Boehringer Ingelheim Scientific Office - Saudi Arabia,Valid,,Marketed
8400036015402,Modified live BVDV-1{Bovine viral diarrhea virus type 1) non-cytopathic parent strain KE-9 and Modified live BVDV-2 {Bovine viral diarrhea virus type 2) noncytopathic parent stain NY-93,Bovela,"""Each 2 ml dose contains: BVDV-1 type 1 non-cytopa",IU,Solution for injection,Intramuscular,25,DF,vial,24,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C), do not freeze, keep the container in the outer carton",QI02AD02,Cattle,,0 day,Boehringer-Ingelheim Vetmedica Inc.,UNITED STATES,Boehringer Ingelheim Vetmedica Inc.,GERMANY,Boehringer Ingelheim Scientific Office - Saudi Arabia,Valid,,Marketed
0120016000901,Oxytetracycline,OX-AL 20%,20,%,Solution for injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,Do not store above 30ºC,QJ01AA06,"Cattle, Sheep","meat, milk",Cattle : Meat – 31 days Milk – 10 days,A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000902,Oxytetracycline,OX-AL 20%,20,%,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,Do not store above 30ºC,QJ01AA06,"Cattle, Sheep","meat, milk",Cattle : Meat – 31 days Milk – 10 days,A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000903,Oxytetracycline,OX-AL 20%,20,%,Solution for injection,Intramuscular,250,ml,vial,24,1,Prescription,Uncontrolled,Do not store above 30ºC,QJ01AA06,"Cattle, Sheep","meat, milk",Cattle : Meat – 31 days Milk – 10 days,A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000904,Oxytetracycline,OX-AL 30% LA,30,%,Solution for injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,"Do not store above 30ºC , Protect from light",QJ01AA06,"Cattle, Sheep","meat, milk",Meat and offal: Cattle: 35 days. Sheep: 28 days.,A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000905 ,Oxytetracycline,OX-AL 30% LA,30,%,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,"Do not store above 30ºC, Protect from light",QJ01AA06,"Cattle, Sheep","meat, milk","""Meat and offal: Cattle: 35 days. Sheep: 28 days.",A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000906,Oxytetracycline,OX-AL 30% LA,30,%,Solution for injection,Intramuscular,250,ml,vial,24,1,Prescription,Uncontrolled,"Do not store above 30ºC, Protect from light",QJ01AA06,"Cattle, Sheep","meat, milk","""Meat and offal: Cattle: 35 days. Sheep: 28 days.",A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
3800036001201,Tylosin,Vetil,20,%,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,Do not store above 30ºC,QJ51FA90,"Cattle, Dogs","meat, milk",Milk : 7 Days  Meat : 35 days,Fatro S.P.A ,ITALY,Fatro S.P.A ,ITALY,Al-Enayah Est. For Agriculture & Veterinary,Valid,,Marketed
2500036015501,Eprinomectin,Eprecis,20,mg/ml,Solution for injection,Subcutaneous,100,ml,vial,36,1,Prescription,Uncontrolled,Do not store above 30ºC,QP54AA04 ,Cattle,"meat, offal ",Meat and offal:  63 days  Milk :  Zero day,Ceva Santé Animale,FRANCE,Ceva Sante animale,FRANCE,Mas veterinary services,Valid,,Marketed
2500036015502,Eprinomectin,Eprecis,20,mg/ml,Solution for injection,Subcutaneous,250,ml,vial,36,1,Prescription,Uncontrolled,Do not store above 30ºC,QP54AA04 ,Cattle,"meat, offal ",Meat and offal:  63 days  Milk :  Zero day,Ceva Santé Animale,FRANCE,Ceva Sante animale,FRANCE,Mas veterinary services,Valid,,Marketed
5600016000101,Amoxicillin Trihydrate,Amoxy-Kel 15,150,mg/ml,Solution for injection,"Intramuscular, Subcutaneous",100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C, Store in a dry place,Protect from light",QG51AA03 ,"Cat ,Cattle, Dogs","meat, milk",Milk : 7 Days  Meat : 21 days,KELA LABORATORIA,BELGIUM,KELA LABORATORIA,BELGIUM,Altaher International Establishment,Valid,,Marketed
1000016015302,Salinomycin Sodium,Sacox 120 MicroGranulate,120,mg/g,Premix for medicated feeding stuff,Oral,20,kg,Bag,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QP51AH01,Chickens for fattening  and laying (up to 12 weeks,,1 day for the laying chickens,Biovet Joint Stock Company,Bulgaria,Huvepharma AD ,Bulgaria,Artat Enterprise,Valid,,Marketed
2500016015601,"Sodium cacodylate ,Tryptophan , Ammonium iron citrate ,Cobalt acetate ,Methionine ,Cyanocobalamin    ",Hematopan  B12,100,ml,Solution for injection,"Intramuscular,Subcutaneous,Intravenous (not otherwise specified)",100,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 25°C, Store in a dry place,Protect from light",QB03BA51,"Cat ,Cattle, Dogs , Sheep , goats",,0 day,Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016015602,"Sodium cacodylate ,Tryptophan , Ammonium iron citrate ,Cobalt acetate ,Methionine ,Cyanocobalamin    ",Hematopan  B12,50,ml,Solution for injection,"Intramuscular,Subcutaneous, Intravenous (not otherwise specified)",100,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 25°C, Store in a dry place,Protect from light",QB03BA51,"Cat ,Cattle, Dogs , Sheep , goats",,0 day,Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016000401,Doxycycline,Ronaxan P.S ,5,%,Powder for oral solution,Oral,100,g,Box,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,"Cattle , Chickens, Turkeys",meat,"""Meat and offal:  Cattle : 14 days , - Chickens: 4",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016000402,Doxycycline,Ronaxan P.S ,5,%,Powder for oral solution,Oral,1,kg,Box,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,"Cattle , Chickens, Turkeys",meat,"""Meat and offal:  Cattle : 14 days , - Chickens: 4",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016008301,"Benzylpenicillin procaine , Dihydrostreptomycin",Peni dhs Coophavet,"11.4 , 16.4",mg/ml,Solution for injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C),After opening: Store at a temperature not exceeding 25 ° C",QJ01RA01,"Cattle, sheep, goats","meat, milk","Meat and offal: 30 days , Milk: 4 days",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016008302,"Benzylpenicillin procaine , Dihydrostreptomycin",Peni dhs Coophavet,"11.4 , 16.4",mg/ml,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C),After opening: Store at a temperature not exceeding 25 ° C",QJ01RA01,"Cattle, sheep, goats","meat, milk","Meat and offal: 30 days , Milk: 4 days",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016000403,Doxycycline,Ronaxan P.S ,5,%,Powder for oral solution,Oral,5,kg,Box,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,"Cattle , Chickens, Turkeys",meat,"""Meat and offal:  Cattle : 14 days , - Chickens: 4",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
4000026001101,Trimethoprim/ Sulphadizine,Joprim,"8 , 40", gm,Powder for oral solution,Oral,100,gm,Bottle,36,1,Prescription,Uncontrolled,Store below 30°C,QJ51RE01 ,"Poultry , Sheep","meat, milk",Meat: 14 days,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Jordan,Jordan Vet. & Agr. Med. Ind. Co (JOVET) ,Jordan,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
4000026000902,Oxytetracycline,Oxytetracycline 50%,50,%,Powder for oral solution,Oral,1000,gm,Bottle,36,1,Prescription,Uncontrolled,Store below 15°C,QJ01AA06,"Poultry , Sheep , Cattle",meat,Meat: 14 days,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Jordan,Jordan Vet. & Agr. Med. Ind. Co (JOVET) ,Jordan,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
4000026000903,Oxytetracycline,Oxytetracycline 50%,50,%,Powder for oral solution,Oral,100,gm,Bottle,36,1,Prescription,Uncontrolled,Store below 15°C,QJ01AA06,"Poultry , Sheep , Cattle",meat,Meat: 14 days,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Jordan,Jordan Vet. & Agr. Med. Ind. Co (JOVET) ,Jordan,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
4000026001102,Trimethoprim/ Sulphadizine,Joprim,"8 , 40",gm,Powder for oral solution,Oral,1000,gm,Bottle,36,1,Prescription,Uncontrolled,Store below 30°C,QJ51RE01 ,"Poultry , Sheep","meat, milk",Meat: 14 days,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Jordan,Jordan Vet. & Agr. Med. Ind. Co (JOVET) ,Jordan,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
7240056000501,Enrofloxacin,Syvaquinol -100,100,mg,Solution for injection,"Intramuscular,Subcutaneous",100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C,Protect from light",QJ01MA90,Cattle,"meat, milk","Meat: 12 days , Milk: 4 days",Laboratorios Syva S.A.U. ,SPAIN,Laboratorios Syva S.A.U. ,SPAIN,National veterinary company,Valid,,Marketed
3800036000901,Oxytetracycline,Oxtra,5,mg,Solution for injection,"Intravenous (not otherwise specified), Intramuscular",100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QJ51AA06,"Cattle ,Horse , Sheep ,Goats , Dogs ,Rabbits ,Chic",meat,"Meat : 20 days , Poultry: 15 days",Fatro S.P.A ,ITALY,Fatro S.P.A ,ITALY,Al-Enayah Est. For Agriculture & Veterinary,Valid,,Marketed
8180016001801,Dexamethasone sodium phosphate,Dexaphan,0.2,%,Solution for injection,"Intramuscular,Subcutaneous",100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light",QS01BA01,"Cattle, Sheep, Goats, Horses, Dogs And Cats","meat, milk",Cattle:  meat: 14 days. milk: 2.5 days,Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
8180016000901,Oxytetracycline,Oxyvet,200,mg,Powder for oral solution,Oral,500,gm,Jar,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA06,Poultry and Turkey,meat,Meat : 7 days,Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
8180016006901,Flunixin meglumine,Flamicure,50,mg,Solution for injection,Intravenous (not otherwise specified),50,ml,vial,24,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QM01AG90,Horses and Cattle,"meat, milk",Cattle: 5 days,Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
